iter	RMSE
201	765.0092969
202	760.6378573
203	757.5870883
204	753.8146079
205	749.3160664
206	746.2682305
207	744.1389691
208	742.3388325
209	740.7172698
210	738.8961265
211	738.0955942
212	736.6420924
213	734.2522301
214	730.350222
215	728.896224
216	727.8826719
217	726.4931449
218	723.9417578
219	722.9776213
220	720.0975526
221	717.8012057
222	715.1185243
223	711.9535622
224	710.0218486
225	707.4428009
226	703.8805889
227	701.4664733
228	699.0664291
229	696.4224543
230	694.224789
231	691.6633713
232	689.742946
233	683.9318735
234	683.0558423
235	680.9182095
236	678.8379902
237	677.5431034
238	674.8515129
239	673.7502322
240	671.5131242
241	669.4942445
242	666.5576789
243	664.1642136
244	663.1086563
245	660.8231586
246	658.7746928
247	657.7898315
248	655.5635466
249	653.9374052
250	651.3307329
251	648.4641875
252	645.6952375
253	644.4611051
254	643.1763365
255	641.463782
256	639.6762741
257	636.0057983
258	632.3446959
259	630.969171
260	628.9996261
261	627.76008
262	625.0920784
263	622.176189
264	621.2680616
265	617.6880011
266	614.4856286
267	611.3552975
268	609.7337896
269	609.0030802
270	607.5432677
271	604.7596401
272	603.1894504
273	602.0605319
274	600.5499119
275	599.1025783
276	597.3759461
277	596.5505027
278	595.479954
279	594.6294376
280	592.2582249
281	590.3103127
282	589.3477224
283	587.8623876
284	585.7161056
285	583.6721832
286	582.3371734
287	581.5313717
288	579.0302375
289	577.3354517
290	575.7852943
291	574.3086238
292	572.999843
293	572.1167806
294	570.9303978
295	568.3726973
296	565.7674114
297	563.9260397
298	562.9918351
299	561.3852562
300	560.0120436
301	556.9484399
302	555.4364428
303	554.0371806
304	551.4716415
305	549.6600236
306	549.1474132
307	548.4678479
308	547.0443884
309	545.882069
310	544.8880134
311	543.293435
312	541.9457283
313	540.4055015
314	538.5594097
315	535.7945113
316	534.2845432
317	533.8994616
318	533.5413312
319	531.8925071
320	531.0134482
321	529.4483005
322	528.2128478
323	527.0166368
324	525.9182464
325	525.0778651
326	524.41884
327	523.1300997
328	521.4941169
329	519.3744622
330	517.7271593
331	516.4415034
332	515.2705491
333	513.5957083
334	512.0261935
335	510.9699357
336	509.2308374
337	508.7673352
338	507.8913716
339	506.5424016
340	505.1333361
341	504.1488479
342	503.0590865
343	502.5784896
344	501.1111721
345	499.2279219
346	498.1198561
347	497.5539434
348	496.047329
349	495.6495595
350	494.8917628
351	494.5387529
352	494.1630147
353	492.7106962
354	491.0976089
355	489.9307509
356	489.5546073
357	488.274937
358	487.7262664
359	486.5167219
360	485.0113608
361	484.8166923
362	484.3315291
363	483.5337914
364	482.9998369
365	481.7631963
366	481.1382915
367	479.8987991
368	478.870873
369	477.8059299
370	477.2803169
371	475.5188412
372	474.2878647
373	473.9474386
374	472.6578114
375	471.4834436
376	470.7008994
377	470.0298818
378	469.6498478
379	468.5485797
380	467.2980328
381	466.44879
382	465.1051479
383	463.9370035
384	462.6757726
385	461.6260893
386	460.1748316
387	459.1970127
388	458.4482319
389	458.0096972
390	457.386781
391	456.2962051
392	455.6370998
393	455.1894327
394	454.8125673
395	454.1104966
396	453.7011889
397	452.8916715
398	452.3064071
399	451.4656336
400	450.9009207
401	450.3003669
402	449.4643505
403	449.0766563
404	448.087542
405	447.5608055
406	447.1027677
407	446.0814517
408	444.6884941
409	443.6570457
410	443.1774156
411	442.7175916
412	442.0351274
413	440.7636217
414	439.8157482
415	439.2238093
416	438.5253451
417	437.3032706
418	436.721101
419	435.9626358
420	434.9397437
421	434.405789
422	433.6409765
423	433.2504351
424	432.9415007
425	432.6076795
426	431.9755313
427	430.8117373
428	430.1791628
429	429.38133
430	428.7828174
431	428.1400747
432	427.7261444
433	427.2286212
434	426.9219168
435	426.093202
436	425.7362468
437	424.9609436
438	423.803099
439	423.2994865
440	422.8675368
441	422.3157914
442	422.0895773
443	421.1379191
444	419.7251178
445	418.7764054
446	417.8835072
447	417.1424352
448	416.1030281
449	415.2647284
450	414.9778231
451	414.5075905
452	413.8628367
453	413.3033339
454	413.0227448
455	412.2965806
456	411.7089705
457	411.2813724
458	410.5016897
459	410.0409981
460	409.3971476
461	408.9275784
462	408.5212242
463	407.8272742
464	407.1218398
465	406.5523092
466	405.7888241
467	405.1560763
468	404.7757289
469	404.1485777
470	403.6145952
471	402.9491609
472	402.309525
473	402.0435936
474	400.8781625
475	400.3748256
476	399.7556627
477	399.2745772
478	398.6281556
479	397.4522705
480	397.244418
481	395.8438427
482	395.3540546
483	395.1509559
484	394.6847914
485	394.0433908
486	393.3947742
487	392.9197675
488	392.599879
489	392.313502
490	391.920779
491	391.6688815
492	391.2061203
493	390.799785
494	389.8239535
495	389.1718901
496	388.7371614
497	388.3264116
498	387.8272719
499	387.3871007
500	386.5481017
501	385.3825652
502	385.2089207
503	384.7343436
504	383.8866039
505	383.6209668
506	383.1685564
507	382.8436216
508	381.7686813
509	381.729701
510	380.9578539
511	380.4902028
512	379.904506
513	379.3331749
514	379.0473769
515	378.8082004
516	377.6417626
517	377.3286037
518	376.9795535
519	376.5912849
520	375.7814479
521	375.2445658
522	375.0448821
523	374.7142594
524	374.4318259
525	374.1094626
526	373.8458521
527	373.4654931
528	372.675128
529	372.4000658
530	371.8423792
531	371.536173
532	371.1718699
533	370.8688192
534	370.5316111
535	369.7628917
536	369.4907628
537	369.1267364
538	368.7736245
539	368.4871584
540	368.1551049
541	367.9415298
542	367.3818675
543	367.2130876
544	367.0882395
545	366.5299415
546	366.2647205
547	365.980812
548	365.7629898
549	365.5451981
550	365.0383569
551	364.5690931
552	364.3722907
553	364.1485919
554	363.7923918
555	363.2272329
556	363.0056369
557	362.5624862
558	362.0568415
559	361.6253082
560	361.4913814
561	360.9748385
562	360.5779274
563	360.3787416
564	359.5124123
565	359.2298783
566	358.8965109
567	358.696163
568	358.342236
569	358.1785264
570	357.496945
571	356.7280761
572	356.1601731
573	355.9642266
574	355.81615
575	355.1914412
576	354.7572638
577	354.5979806
578	354.2178638
579	353.9278764
580	353.6946387
581	353.4377561
582	353.1097686
583	352.8467049
584	351.9927034
585	351.6470052
586	351.365945
587	351.1851645
588	350.9289425
589	350.6794035
590	350.4764502
591	350.2892409
592	349.9507511
593	349.4489543
594	349.2250628
595	348.8333994
596	348.6377544
597	348.4293129
598	348.0433098
599	347.855312
600	347.0639053
601	346.9349356
602	346.6973715
603	346.54679
604	346.087509
605	345.876867
606	345.7254226
607	345.2924553
608	345.1751796
609	344.9995441
610	344.8472056
611	344.6204163
612	344.4171837
613	344.138081
614	343.8545713
615	343.4954322
616	343.3225278
617	343.1516563
618	342.6020444
619	342.1484831
620	341.9186958
621	341.716793
622	341.4162833
623	341.3135702
624	341.1279446
625	340.6964596
626	340.4602922
627	340.2891132
628	339.5926097
629	339.3155049
630	339.0952545
631	338.8993891
632	338.6318315
633	338.3699748
634	337.9653114
635	337.2047447
636	336.9402881
637	336.7170707
638	336.4600123
639	336.2583872
640	336.1652621
641	335.8801802
642	335.6821707
643	335.6036307
644	335.495105
645	335.3472314
646	335.2690439
647	334.5318817
648	334.3643898
649	334.1187865
650	333.9547665
651	333.3869847
652	332.7781992
653	332.4568451
654	332.2188682
655	332.0122718
656	331.8154959
657	331.3215501
658	331.1844727
659	330.9303866
660	330.7241874
661	330.5273364
662	330.3398617
663	330.2758224
664	329.9634072
665	329.6992254
666	329.5154456
667	329.1156348
668	328.8766478
669	328.7244654
670	328.6174388
671	328.3985555
672	328.2698906
673	328.0173471
674	327.9497478
675	327.8583657
676	327.3475929
677	327.1771239
678	326.9926931
679	326.8402477
680	326.6906037
681	326.5186886
682	326.3855931
683	325.9887526
684	325.8827782
685	325.653527
686	325.409561
687	325.2532173
688	325.0931518
689	324.7444752
690	324.5889602
691	324.4786658
692	324.4192728
693	324.0435305
694	323.9435862
695	323.5991206
696	323.3354193
697	323.2361595
698	323.0192879
699	322.9150588
700	322.7318859
701	322.5565446
702	322.4083523
703	322.2653167
704	321.8145609
705	321.6386676
706	321.4525876
707	321.0894375
708	320.5772893
709	320.2198295
710	320.0488106
711	319.8632855
712	319.660115
713	319.5683152
714	319.4729946
715	319.2443842
716	319.117353
717	318.7888172
718	318.6591253
719	318.4527756
720	318.4006599
721	318.2404897
722	318.0128919
723	317.646176
724	317.4156672
725	316.9373742
726	316.8168408
727	316.6608564
728	316.5551439
729	316.3262987
730	315.8723898
731	315.7091532
732	315.6302268
733	315.4657093
734	315.3166883
735	315.0531157
736	314.8592963
737	314.7970884
738	314.6118424
739	314.4574592
740	314.3457105
741	314.2259769
742	314.1065087
743	313.9247566
744	313.7580882
745	313.4867552
746	313.3590864
747	313.1816309
748	313.0907627
749	312.940684
750	312.8205349
751	312.575916
752	312.414388
753	312.3134282
754	312.1767395
755	312.008877
756	311.9862917
757	311.7877112
758	311.5026319
759	311.4477704
760	311.314396
761	311.1907543
762	311.0977506
763	310.9934455
764	310.6671308
765	310.4650405
766	310.3037267
767	310.1491056
768	310.0881337
769	309.9137577
770	309.8215632
771	309.4299852
772	309.2562889
773	309.0834131
774	309.0090271
775	308.962029
776	308.8615357
777	308.7546763
778	308.3275441
779	308.2973164
780	307.9844191
781	307.8290109
782	307.7222487
783	307.6471887
784	307.4977927
785	307.3605618
786	307.2814232
787	307.2191876
788	307.1996767
789	307.0315992
790	306.904052
791	306.8209887
792	306.745304
793	306.6357693
794	306.582248
795	306.5206259
796	306.4239365
797	306.348885
798	306.0363513
799	305.7783645
800	305.7220046
801	305.5874034
802	305.4325226
803	305.2902514
804	305.2360823
805	305.1031531
806	304.9423616
807	304.873063
808	304.7998076
809	304.7000816
810	304.6345592
811	304.4365537
812	304.2937046
813	304.2227338
814	304.1622399
815	304.047239
816	303.8505581
817	303.6846982
818	303.5756169
819	303.3674257
820	303.1057837
821	303.0100188
822	302.9259263
823	302.5981659
824	302.5348928
825	302.4164086
826	302.3285196
827	302.2456345
828	302.0639517
829	302.0342072
830	301.9719476
831	301.7308097
832	301.6426819
833	301.5328077
834	301.4642513
835	301.2179471
836	301.1113091
837	301.0350252
838	300.9934777
839	300.9682286
840	300.7986908
841	300.7100149
842	300.5333411
843	300.4631448
844	300.4133949
845	300.1990648
846	300.1442596
847	299.9364057
848	299.844604
849	299.7345545
850	299.6126773
851	299.5155768
852	299.4862194
853	299.0558801
854	299.0194454
855	298.7453842
856	298.6263478
857	298.5925636
858	298.5300411
859	298.3740705
860	298.3254035
861	298.2333346
862	298.1464703
863	298.0357045
864	297.9228858
865	297.8692416
866	297.6299388
867	297.5706031
868	297.5209632
869	297.3932056
870	297.2802979
871	297.1233747
872	297.0600924
873	297.0124891
874	296.9682273
875	296.8329865
876	296.7189113
877	296.5750486
878	296.4291501
879	296.2718995
880	296.1655809
881	296.0467086
882	295.7336698
883	295.6633608
884	295.5994719
885	295.4429427
886	295.3540364
887	295.1080322
888	294.9626041
889	294.880607
890	294.8041952
891	294.7401878
892	294.6967219
893	294.5627216
894	294.5301864
895	294.3258663
896	294.1726639
897	294.0701589
898	294.0359038
899	293.9957227
900	293.907055
901	293.777725
902	293.6915049
903	293.6289749
904	293.5322136
905	293.4765446
906	293.4632764
907	293.4220279
908	293.3417176
909	293.1758007
910	293.0913011
911	293.0309923
912	292.9737438
913	292.8420761
914	292.7070508
915	292.6738938
916	292.6370636
917	292.5516037
918	292.5205765
919	292.4896162
920	292.4535629
921	292.37695
922	292.3162552
923	292.1368199
924	292.0589668
925	292.0005137
926	291.958445
927	291.9369048
928	291.8979928
929	291.8267176
930	291.7875157
931	291.681158
932	291.6024874
933	291.5001483
934	291.4340296
935	291.3997099
936	291.320827
937	291.244093
938	291.1929379
939	291.1491258
940	291.0954348
941	291.0386665
942	290.8590291
943	290.7280774
944	290.5428707
945	290.482843
946	290.3997616
947	290.3626572
948	290.2022239
949	290.1407791
950	290.1360863
951	290.035843
952	289.9919901
953	289.9231316
954	289.8194201
955	289.6694821
956	289.6191569
957	289.582728
958	289.4399254
959	289.2861078
960	289.277175
961	289.1497338
962	289.1100332
963	289.0675856
964	289.0251791
965	288.9916392
966	288.9485498
967	288.9129068
968	288.8663849
969	288.753803
970	288.6769094
971	288.6548053
972	288.5506873
973	288.5241706
974	288.4924079
975	288.428649
976	288.3859262
977	288.3333792
978	288.211945
979	288.1274028
980	288.0795731
981	288.0350284
982	287.9685452
983	287.7872419
984	287.7146036
985	287.6696915
986	287.6143706
987	287.5753261
988	287.4832116
989	287.4741962
990	287.4526355
991	287.3778958
992	287.2883591
993	287.2677225
994	287.1088219
995	287.054674
996	287.0208718
997	286.9347381
998	286.8706316
999	286.8353002
1000	286.7937033
1001	286.7000125
1002	286.6578177
1003	286.6096698
1004	286.5466021
1005	286.4911895
1006	286.4329416
1007	286.3362262
1008	286.3009507
1009	286.2805312
1010	286.1497026
1011	286.1292243
1012	286.0303082
1013	285.98042
1014	285.932188
1015	285.8572586
1016	285.8000354
1017	285.7591864
1018	285.7267652
1019	285.6858331
1020	285.5857119
1021	285.5250492
1022	285.4163779
1023	285.3772761
1024	285.3421908
1025	285.3093969
1026	285.2687969
1027	285.2034141
1028	285.1700315
1029	285.1452048
1030	285.0988618
1031	285.059624
1032	284.9275264
1033	284.8546201
1034	284.8302551
1035	284.6831329
1036	284.5967951
1037	284.5528328
1038	284.5092013
1039	284.5027325
1040	284.3908695
1041	284.3431455
1042	284.2190795
1043	284.1901019
1044	284.1435168
1045	284.032247
1046	284.0138668
1047	283.9712796
1048	283.9420011
1049	283.8948726
1050	283.8722816
1051	283.861888
1052	283.8074146
1053	283.7685834
1054	283.6893222
1055	283.6703917
1056	283.6376619
1057	283.5895007
1058	283.5417938
1059	283.5006638
1060	283.4748921
1061	283.4228091
1062	283.3904549
1063	283.3612884
1064	283.343685
1065	283.2846516
1066	283.2608737
1067	283.2388761
1068	283.2029708
1069	283.1614363
1070	283.1273686
1071	283.0886504
1072	283.0841778
1073	283.0462866
1074	283.0042377
1075	282.9395228
1076	282.9116804
1077	282.874673
1078	282.8073238
1079	282.7740531
1080	282.7373839
1081	282.6949156
1082	282.6699297
1083	282.6248346
1084	282.614409
1085	282.5775032
1086	282.486257
1087	282.4720347
1088	282.4464278
1089	282.4059821
1090	282.3103883
1091	282.2671782
1092	282.2028189
1093	282.1634062
1094	282.1241805
1095	282.0720569
1096	281.9702766
1097	281.9346104
1098	281.9260892
1099	281.9020935
1100	281.8893835
1101	281.858773
1102	281.8152531
1103	281.7198469
1104	281.7087667
1105	281.6965254
1106	281.6441601
1107	281.5979102
1108	281.561051
1109	281.529946
1110	281.4933683
1111	281.46264
1112	281.4130587
1113	281.3874188
1114	281.3836789
1115	281.3575898
1116	281.304517
1117	281.2717475
1118	281.2322558
1119	281.2177992
1120	281.2074731
1121	281.160152
1122	281.1221548
1123	281.069557
1124	281.0247901
1125	280.997681
1126	280.9537282
1127	280.9276668
1128	280.8543178
1129	280.8350339
1130	280.809132
1131	280.7217896
1132	280.6711061
1133	280.649175
1134	280.5535318
1135	280.4964687
1136	280.4568888
1137	280.3846339
1138	280.3192085
1139	280.2921033
1140	280.2747427
1141	280.2328532
1142	280.2222681
1143	280.2013366
1144	280.173693
1145	280.1186433
1146	280.1107353
1147	280.0966694
1148	280.0947913
1149	280.070196
1150	280.0406599
1151	280.0111378
1152	279.9721983
1153	279.9607328
1154	279.9225525
1155	279.9097146
1156	279.8741196
1157	279.8469086
1158	279.819752
1159	279.792505
1160	279.773799
1161	279.7331974
1162	279.7211403
1163	279.7171722
1164	279.7077628
1165	279.6406159
1166	279.613266
1167	279.5885626
1168	279.527755
1169	279.5133628
1170	279.5011702
1171	279.4606856
1172	279.4279633
1173	279.3940598
1174	279.3760533
1175	279.3110015
1176	279.2881552
1177	279.2581847
1178	279.2506916
1179	279.2243477
1180	279.2114009
1181	279.1906833
1182	279.1868366
1183	279.1584806
1184	279.1493221
1185	279.1008835
1186	279.034194
1187	279.0063768
1188	279.0027198
1189	278.9874642
1190	278.9610922
1191	278.9386262
1192	278.9232783
1193	278.9013064
1194	278.8834282
1195	278.8409728
1196	278.7761266
1197	278.7572449
1198	278.7322532
1199	278.6906724
1200	278.6559322
1201	278.6447048
1202	278.6248427
1203	278.6105495
1204	278.603392
1205	278.5861318
1206	278.5702409
1207	278.5360467
1208	278.5286289
1209	278.5080734
1210	278.4942913
1211	278.4546642
1212	278.4430207
1213	278.4038071
1214	278.3395618
1215	278.3283362
1216	278.2933121
1217	278.2781038
1218	278.2637425
1219	278.255218
1220	278.2081619
1221	278.1894655
1222	278.1514113
1223	278.0805845
1224	278.0604786
1225	278.0448453
1226	277.9955796
1227	277.9801327
1228	277.9482998
1229	277.9152429
1230	277.890065
1231	277.8740344
1232	277.8603473
1233	277.8443059
1234	277.8295565
1235	277.8103301
1236	277.7813251
1237	277.7702613
1238	277.7425292
1239	277.730556
1240	277.6562821
1241	277.636563
1242	277.6103364
1243	277.5977484
1244	277.5794518
1245	277.5677173
1246	277.5470572
1247	277.5188971
1248	277.4708714
1249	277.449235
1250	277.429564
1251	277.4009455
1252	277.3819233
1253	277.3475105
1254	277.3297714
1255	277.3129643
1256	277.3007319
1257	277.268956
1258	277.2649042
1259	277.2455863
1260	277.2195065
1261	277.1985375
1262	277.1863311
1263	277.1756588
1264	277.1593694
1265	277.143478
1266	277.1149482
1267	277.1010306
1268	277.0571382
1269	277.0204808
1270	276.9905422
1271	276.9689848
1272	276.9654102
1273	276.9410839
1274	276.933231
1275	276.9106418
1276	276.8877158
1277	276.8853369
1278	276.8717772
1279	276.8551714
1280	276.8356374
1281	276.7922854
1282	276.7648243
1283	276.7395178
1284	276.7140821
1285	276.692583
1286	276.6757422
1287	276.6707368
1288	276.6567413
1289	276.6335716
1290	276.617714
1291	276.5908378
1292	276.5783246
1293	276.5680809
1294	276.5495693
1295	276.5421377
1296	276.4968545
1297	276.4915681
1298	276.4708809
1299	276.4630836
1300	276.455253
1301	276.4194881
1302	276.4144186
1303	276.4019499
1304	276.3835374
1305	276.3658087
1306	276.3549113
1307	276.3434227
1308	276.3356715
1309	276.3247023
1310	276.3025878
1311	276.2877559
1312	276.2684452
1313	276.2325526
1314	276.1770241
1315	276.1562874
1316	276.1432211
1317	276.1084873
1318	276.1057246
1319	276.0840152
1320	276.0364304
1321	276.0184376
1322	276.0094553
1323	275.9987426
1324	275.9765885
1325	275.9634785
1326	275.9544953
1327	275.9311992
1328	275.9142135
1329	275.8882123
1330	275.8720492
1331	275.8271104
1332	275.8161397
1333	275.7761902
1334	275.7707316
1335	275.765452
1336	275.756781
1337	275.7428337
1338	275.7084428
1339	275.6770182
1340	275.6580511
1341	275.650116
1342	275.6344658
1343	275.6287829
1344	275.5930992
1345	275.5695648
1346	275.5524008
1347	275.5166978
1348	275.5068791
1349	275.4891483
1350	275.4658292
1351	275.4501255
1352	275.4324811
1353	275.4169282
1354	275.3867083
1355	275.3599104
1356	275.3358304
1357	275.3277918
1358	275.31779
1359	275.3064388
1360	275.2878627
1361	275.2796125
1362	275.2684198
1363	275.2579536
1364	275.2460089
1365	275.2390178
1366	275.2247534
1367	275.2099413
1368	275.1906296
1369	275.1837544
1370	275.1454979
1371	275.1278072
1372	275.1253424
1373	275.1111885
1374	275.1096526
1375	275.1071233
1376	275.0855146
1377	275.0803169
1378	275.0686693
1379	275.0401178
1380	275.0302728
1381	275.0133501
1382	274.999772
1383	274.9906565
1384	274.9867402
1385	274.9764176
1386	274.951662
1387	274.9387772
1388	274.9263944
1389	274.9198138
1390	274.9158692
1391	274.9014629
1392	274.891577
1393	274.8860322
1394	274.8686055
1395	274.8628393
1396	274.8559187
1397	274.8423405
1398	274.8296935
1399	274.8203035
1400	274.8086274
1401	274.799175
1402	274.7928131
1403	274.7786906
1404	274.7602447
1405	274.756648
1406	274.7321934
1407	274.7232336
1408	274.7104368
1409	274.7078523
1410	274.6960838
1411	274.6835168
1412	274.675653
1413	274.6529115
1414	274.6428847
1415	274.6363372
1416	274.6212798
1417	274.6099652
1418	274.5949927
1419	274.5828136
1420	274.5719893
1421	274.5662076
1422	274.5412485
1423	274.5376893
1424	274.5103237
1425	274.4930205
1426	274.4823141
1427	274.4708693
1428	274.4498332
1429	274.4382547
1430	274.4323406
1431	274.4173353
1432	274.4080569
1433	274.3929792
1434	274.3793066
1435	274.3722884
1436	274.3665805
1437	274.3551335
1438	274.3481654
1439	274.3320471
1440	274.2985455
1441	274.2933291
1442	274.2817093
1443	274.278106
1444	274.2476953
1445	274.2361541
1446	274.2287869
1447	274.2155882
1448	274.2055515
1449	274.1937824
1450	274.1839515
1451	274.1773156
1452	274.1706837
1453	274.1589328
1454	274.1525834
1455	274.145522
1456	274.1415914
1457	274.1307435
1458	274.1204063
1459	274.1154396
1460	274.1058699
1461	274.0997774
1462	274.090549
1463	274.0842617
1464	274.0634957
1465	274.0539908
1466	274.0421509
1467	274.0308097
1468	274.017867
1469	274.0043189
1470	273.9957672
1471	273.9845908
1472	273.9772153
1473	273.9683959
1474	273.9491965
1475	273.9448694
1476	273.9392162
1477	273.9327111
1478	273.9272383
1479	273.9163879
1480	273.9002295
1481	273.888447
1482	273.8806171
1483	273.8732092
1484	273.86665
1485	273.852106
1486	273.8465451
1487	273.8373298
1488	273.8155421
1489	273.8076416
1490	273.7921898
1491	273.7867285
1492	273.7813013
1493	273.7761296
1494	273.7695983
1495	273.7585531
1496	273.7485226
1497	273.7379841
1498	273.7263802
1499	273.7203619
